customer_id,age,gender,region,signup_days_ago,lifetime_value,loyalty_tier
C02473,28,Male,Southeast,1739,196.83,Bronze
C02474,21,Male,Northeast,1709,562.1,Silver
C02475,41,Male,West,511,59.48,Bronze
C02476,46,Male,Northeast,1232,55.65,Bronze
C02477,35,Female,Southeast,898,172.06,Bronze
C02478,55,Male,Northeast,552,109.94,Bronze
C02479,21,Female,Midwest,680,153.69,Bronze
C02480,46,Female,Southeast,988,200.82,Bronze
C02481,30,Female,Southeast,466,467.79,Silver
C02482,58,Male,Midwest,1818,169.54,Bronze
C02483,61,Female,West,886,116.57,Bronze
C02484,28,Male,Northeast,343,178.33,Bronze
C02485,31,Male,Northeast,48,122.46,Bronze
C02486,48,Other,Southeast,1213,105.57,Bronze
C02487,33,Male,Southwest,847,57.3,Bronze
C02488,37,Male,Southeast,151,260.48,Bronze
C02489,38,Female,Midwest,101,146.67,Bronze
C02490,18,Male,Southeast,1108,583.85,Silver
C02491,37,Female,Midwest,489,66.51,Bronze
C02492,29,Male,Northeast,198,150.22,Bronze
C02493,32,Male,Northeast,1664,1250.9,Gold
C02494,55,Male,Midwest,611,105.04,Bronze
C02495,22,Male,Southeast,1202,197.77,Bronze
C02496,47,Male,Northeast,658,81.92,Bronze
C02497,34,Female,West,55,72.71,Bronze
C02498,34,Female,Southwest,1301,984.94,Gold
C02499,47,Female,Southeast,750,285.41,Bronze
C02500,42,Male,West,1280,275.98,Bronze
C02501,44,Female,Southwest,1679,53.16,Bronze
C02502,49,Female,West,1759,337.94,Silver
C02503,34,Female,Midwest,1537,693.45,Silver
C02504,30,Male,West,1063,688.51,Silver
C02505,24,Female,Northeast,1148,446.53,Silver
C02506,28,Female,Midwest,150,88.54,Bronze
C02507,73,Male,Southeast,155,324.35,Silver
C02508,52,Female,Northeast,578,446.23,Silver
C02509,21,Male,Midwest,1122,48.67,Bronze
C02510,22,Female,Northeast,326,89.2,Bronze
C02511,43,Female,West,715,544.21,Silver
C02512,44,Female,Midwest,1554,538.31,Silver
C02513,44,Male,Midwest,1002,60.72,Bronze
C02514,34,Male,Northeast,1098,500.46,Silver
C02515,36,Female,Northeast,664,266.61,Bronze
C02516,41,Male,Midwest,411,494.18,Silver
C02517,39,Male,Southwest,1080,138.23,Bronze
C02518,18,Female,Northeast,734,437.32,Silver
C02519,35,Female,Southeast,526,522.93,Silver
C02520,27,Male,Southwest,881,178.36,Bronze
C02521,40,Male,Northeast,1189,248.63,Bronze
C02522,73,Male,Southwest,736,136.5,Bronze
C02523,42,Female,Midwest,1102,1081.9,Gold
C02524,34,Female,Southeast,1661,219.59,Bronze
C02525,49,Female,Southeast,1560,106.72,Bronze
C02526,43,Female,Southeast,150,128.48,Bronze
C02527,43,Female,Southeast,1814,274.26,Bronze
C02528,45,Female,Southwest,1270,482.03,Silver
C02529,62,Male,West,655,73.53,Bronze
C02530,24,Female,West,555,1290.64,Gold
C02531,43,Male,West,1627,323.05,Silver
C02532,26,Female,Southeast,1096,372.34,Silver
C02533,44,Female,West,781,224.2,Bronze
C02534,26,Male,Midwest,125,248.97,Bronze
C02535,32,Female,West,56,214.12,Bronze
C02536,34,Male,Southeast,865,611.56,Silver
C02537,49,Female,West,1295,242.95,Bronze
C02538,49,Male,Southwest,516,488.01,Silver
C02539,23,Female,Southeast,269,165.59,Bronze
C02540,38,Male,Northeast,1357,291.8,Bronze
C02541,29,Male,Midwest,96,118.68,Bronze
C02542,22,Male,Southeast,1334,731.34,Silver
C02543,35,Male,West,1245,115.54,Bronze
C02544,34,Male,Southwest,1172,182.64,Bronze
C02545,67,Female,Midwest,1205,184.29,Bronze
C02546,43,Male,Midwest,1445,177.94,Bronze
C02547,21,Male,West,260,468.83,Silver
C02548,31,Male,Northeast,380,184.01,Bronze
C02549,50,Female,Southeast,790,857.94,Gold
C02550,63,Female,Southwest,1624,117.14,Bronze
C02551,18,Female,West,1582,284.99,Bronze
C02552,18,Female,Northeast,1224,121.73,Bronze
C02553,60,Male,Northeast,892,357.41,Silver
C02554,42,Male,West,1185,241.2,Bronze
C02555,27,Male,West,386,212.82,Bronze
C02556,44,Female,West,1701,713.1,Silver
C02557,18,Other,Southeast,1095,135.79,Bronze
C02558,38,Female,Southwest,1358,414.83,Silver
C02559,41,Male,Midwest,1059,122.48,Bronze
C02560,49,Male,West,358,270.81,Bronze
C02561,25,Male,Midwest,1223,83.43,Bronze
C02562,39,Female,Northeast,940,134.79,Bronze
C02563,26,Male,Southwest,367,227.25,Bronze
C02564,41,Female,Northeast,1780,1252.86,Gold
C02565,27,Male,Southeast,1122,267.93,Bronze
C02566,33,Female,West,911,1084.85,Gold
C02567,26,Female,West,568,298.36,Bronze
C02568,45,Female,West,766,172.71,Bronze
C02569,48,Female,Midwest,1560,977.91,Gold
C02570,35,Female,Southeast,1799,362.61,Silver
C02571,38,Female,Southwest,1539,137.22,Bronze
C02572,20,Female,Northeast,472,373.72,Silver
C02573,34,Female,Southwest,953,188.04,Bronze
C02574,37,Other,Southeast,949,40.85,Bronze
C02575,69,Female,West,80,568.14,Silver
C02576,24,Female,Northeast,178,655.53,Silver
C02577,55,Female,Midwest,1640,1279.4,Gold
C02578,49,Male,Southwest,1145,357.78,Silver
C02579,41,Male,Midwest,397,195.62,Bronze
C02580,59,Female,West,609,518.79,Silver
C02581,42,Female,West,1800,525.76,Silver
C02582,42,Female,West,685,1068.97,Gold
C02583,37,Male,Southwest,105,235.06,Bronze
C02584,52,Female,Midwest,1139,210.81,Bronze
C02585,51,Female,Northeast,256,128.51,Bronze
C02586,30,Male,Northeast,1416,396.91,Silver
C02587,22,Female,Southeast,988,60.74,Bronze
C02588,35,Female,Northeast,1621,492.0,Silver
C02589,28,Male,Midwest,621,415.32,Silver
C02590,37,Female,Northeast,53,414.29,Silver
C02591,52,Female,Northeast,1792,277.11,Bronze
C02592,32,Male,Northeast,57,972.32,Gold
C02593,37,Male,West,150,536.35,Silver
C02594,38,Other,Midwest,1543,141.69,Bronze
C02595,48,Male,Southeast,1658,143.99,Bronze
C02596,18,Male,Southwest,882,110.86,Bronze
C02597,30,Male,Northeast,653,401.88,Silver
C02598,40,Female,Southwest,919,99.47,Bronze
C02599,52,Female,West,1398,648.75,Silver
C02600,32,Female,Northeast,60,804.87,Gold
C02601,18,Male,West,1708,110.93,Bronze
C02602,45,Female,West,1280,207.06,Bronze
C02603,30,Male,Midwest,899,248.38,Bronze
C02604,23,Male,Southwest,1303,542.17,Silver
C02605,30,Male,Northeast,79,1041.49,Gold
C02606,35,Male,Southeast,755,53.68,Bronze
C02607,30,Female,Northeast,418,183.76,Bronze
C02608,18,Female,Northeast,973,192.59,Bronze
C02609,48,Male,Southeast,1341,69.37,Bronze
C02610,53,Female,Southwest,1760,158.13,Bronze
C02611,45,Female,Northeast,1819,359.6,Silver
C02612,24,Female,Midwest,1644,190.41,Bronze
C02613,35,Male,Midwest,1044,60.94,Bronze
C02614,37,Female,Southwest,504,3250.86,Gold
C02615,45,Male,Southwest,785,310.93,Silver
C02616,46,Female,West,632,270.57,Bronze
C02617,29,Male,Southwest,955,91.09,Bronze
C02618,38,Female,West,1059,309.4,Silver
C02619,43,Male,Southwest,822,211.07,Bronze
C02620,55,Male,West,441,44.72,Bronze
C02621,46,Female,Northeast,691,93.39,Bronze
C02622,47,Female,Southeast,1377,500.41,Silver
C02623,39,Female,West,1452,1407.56,Gold
C02624,54,Female,Southeast,1335,340.51,Silver
C02625,42,Male,Southeast,220,660.35,Silver
C02626,27,Female,Midwest,815,212.69,Bronze
C02627,54,Male,Southwest,614,226.36,Bronze
C02628,46,Male,Northeast,988,653.2,Silver
C02629,32,Female,West,529,1092.8,Gold
C02630,32,Female,West,609,789.17,Silver
C02631,41,Female,Southwest,845,93.72,Bronze
C02632,43,Female,Southwest,1487,230.38,Bronze
C02633,40,Female,West,1116,314.12,Silver
C02634,41,Male,Midwest,1506,193.7,Bronze
C02635,58,Male,Northeast,1546,346.91,Silver
C02636,50,Female,Midwest,1699,512.1,Silver
C02637,40,Male,West,1495,603.37,Silver
C02638,49,Male,Southwest,1360,1115.75,Gold
C02639,25,Male,West,809,181.91,Bronze
C02640,42,Female,Northeast,1788,71.69,Bronze
C02641,59,Male,Midwest,972,337.79,Silver
C02642,35,Female,Southeast,1179,1333.32,Gold
C02643,27,Female,Northeast,294,159.29,Bronze
C02644,30,Male,Northeast,36,454.03,Silver
C02645,24,Female,Northeast,1466,457.68,Silver
C02646,28,Female,West,1259,290.7,Bronze
C02647,33,Female,Southeast,1232,246.22,Bronze
C02648,21,Female,Southeast,1521,106.58,Bronze
C02649,38,Male,Southwest,1549,31.39,Bronze
C02650,48,Female,Southeast,724,89.96,Bronze
C02651,27,Male,Northeast,1021,172.21,Bronze
C02652,56,Female,Southeast,1496,657.0,Silver
C02653,44,Female,Northeast,947,223.0,Bronze
C02654,50,Female,Northeast,1281,153.37,Bronze
C02655,30,Male,Northeast,777,109.74,Bronze
C02656,48,Male,Midwest,175,441.92,Silver
C02657,24,Male,Northeast,1623,830.91,Gold
C02658,48,Male,Southeast,1349,637.21,Silver
C02659,40,Male,Southwest,270,422.22,Silver
C02660,44,Female,Midwest,886,64.84,Bronze
C02661,23,Male,Southwest,316,178.3,Bronze
C02662,27,Other,Midwest,981,1411.73,Gold
C02663,45,Male,Southeast,1728,671.66,Silver
C02664,26,Female,West,55,61.33,Bronze
C02665,43,Female,Northeast,481,232.75,Bronze
C02666,21,Female,Northeast,135,339.27,Silver
C02667,48,Female,West,269,123.23,Bronze
C02668,23,Male,Midwest,1471,30.62,Bronze
C02669,44,Female,West,361,267.45,Bronze
C02670,45,Male,Southwest,941,120.42,Bronze
C02671,29,Male,Southeast,1095,120.85,Bronze
C02672,44,Female,Midwest,674,177.82,Bronze
C02673,41,Female,Midwest,1609,216.96,Bronze
C02674,31,Female,Southwest,64,242.7,Bronze
C02675,25,Male,West,905,110.43,Bronze
C02676,18,Male,Southwest,1400,200.7,Bronze
C02677,42,Male,Southeast,413,50.32,Bronze
C02678,19,Male,West,1566,323.74,Silver
C02679,39,Male,Southeast,1791,18.72,Bronze
C02680,34,Male,Northeast,840,188.57,Bronze
C02681,46,Male,Southwest,1341,559.63,Silver
C02682,34,Female,Northeast,777,94.31,Bronze
C02683,34,Male,Southwest,988,466.28,Silver
C02684,46,Female,Northeast,1086,692.4,Silver
C02685,42,Male,West,124,12.46,Bronze
C02686,41,Female,Southeast,1049,213.53,Bronze
C02687,43,Female,Southeast,234,18.39,Bronze
C02688,19,Male,Northeast,1674,220.0,Bronze
C02689,47,Female,Midwest,863,243.12,Bronze
C02690,45,Male,Southeast,59,26.2,Bronze
C02691,25,Female,West,295,1383.48,Gold
C02692,35,Male,Northeast,52,316.53,Silver
C02693,37,Other,Northeast,638,113.96,Bronze
C02694,36,Male,Northeast,68,914.92,Gold
C02695,42,Male,Southeast,202,48.62,Bronze
C02696,55,Female,West,789,80.94,Bronze
C02697,50,Male,Southwest,1466,30.89,Bronze
C02698,22,Female,Southeast,443,1237.61,Gold
C02699,45,Male,Midwest,1727,330.01,Silver
C02700,53,Female,West,721,442.95,Silver
C02701,42,Male,Southeast,644,320.83,Silver
C02702,51,Female,Southeast,238,410.1,Silver
C02703,62,Female,Midwest,51,262.5,Bronze
C02704,50,Male,Northeast,34,312.26,Silver
C02705,40,Male,Northeast,680,269.57,Bronze
C02706,50,Male,Northeast,243,141.5,Bronze
C02707,39,Other,West,1725,234.64,Bronze
C02708,38,Male,Northeast,949,313.01,Silver
C02709,33,Male,Northeast,936,270.29,Bronze
C02710,56,Male,Southeast,1192,64.72,Bronze
C02711,28,Male,Northeast,1710,72.93,Bronze
C02712,56,Female,Northeast,701,648.43,Silver
C02713,43,Female,Southwest,1648,185.62,Bronze
C02714,21,Female,Northeast,696,414.16,Silver
C02715,42,Female,West,829,91.57,Bronze
C02716,18,Female,Southeast,346,64.99,Bronze
C02717,45,Male,West,822,114.52,Bronze
C02718,48,Male,Midwest,605,200.28,Bronze
C02719,30,Female,Southeast,1757,134.47,Bronze
C02720,39,Female,West,1209,784.1,Silver
C02721,61,Female,Midwest,1477,287.6,Bronze
C02722,31,Male,West,1553,1292.13,Gold
C02723,25,Male,Southeast,120,352.12,Silver
C02724,55,Male,Southwest,1707,27.9,Bronze
C02725,61,Female,West,1095,632.98,Silver
C02726,38,Female,Southwest,790,62.89,Bronze
C02727,50,Female,Midwest,1348,301.11,Silver
C02728,54,Male,Midwest,799,121.85,Bronze
C02729,29,Female,West,1390,1683.18,Gold
C02730,32,Male,Southwest,30,893.94,Gold
C02731,52,Male,Southwest,138,125.51,Bronze
C02732,58,Female,Southeast,957,218.19,Bronze
C02733,44,Male,West,1178,304.95,Silver
C02734,27,Male,Northeast,1117,532.23,Silver
C02735,61,Female,Midwest,235,251.2,Bronze
C02736,31,Female,Northeast,1468,97.28,Bronze
C02737,33,Male,Southeast,879,128.28,Bronze
C02738,42,Female,Southwest,1297,243.71,Bronze
C02739,56,Male,Northeast,619,743.23,Silver
C02740,48,Female,West,652,359.62,Silver
C02741,42,Female,Midwest,1707,121.99,Bronze
C02742,43,Female,Northeast,1269,438.58,Silver
C02743,38,Female,Southeast,994,172.73,Bronze
C02744,44,Male,Midwest,1581,545.32,Silver
C02745,18,Male,Northeast,994,2378.7,Gold
C02746,34,Male,West,1619,177.16,Bronze
C02747,40,Male,Southwest,682,503.43,Silver
C02748,24,Female,Northeast,1433,125.1,Bronze
C02749,42,Male,Northeast,108,221.18,Bronze
C02750,35,Male,Midwest,444,251.29,Bronze
C02751,59,Male,West,1506,205.55,Bronze
C02752,56,Other,Southeast,1202,2245.56,Gold
C02753,32,Male,Northeast,668,185.69,Bronze
C02754,36,Female,Midwest,1723,414.95,Silver
C02755,37,Male,Southwest,820,43.07,Bronze
C02756,32,Male,Southeast,1091,360.97,Silver
C02757,40,Female,Midwest,1210,683.93,Silver
C02758,28,Female,Southwest,362,152.19,Bronze
C02759,24,Female,West,317,25.55,Bronze
C02760,45,Female,West,1165,236.33,Bronze
C02761,45,Male,Midwest,1755,248.51,Bronze
C02762,28,Male,Southwest,1671,469.5,Silver
C02763,48,Female,West,1144,1494.9,Gold
C02764,30,Male,Southwest,1102,173.81,Bronze
C02765,41,Female,West,190,113.22,Bronze
C02766,47,Female,West,1569,85.61,Bronze
C02767,37,Male,Southeast,1455,292.44,Bronze
C02768,43,Female,Southeast,1763,376.69,Silver
C02769,31,Male,West,349,149.74,Bronze
C02770,35,Male,Southeast,953,493.15,Silver
C02771,35,Male,Midwest,393,371.98,Silver
C02772,29,Female,Southeast,1495,254.4,Bronze
C02773,35,Male,West,504,108.62,Bronze
C02774,19,Female,Northeast,1052,158.59,Bronze
C02775,32,Female,West,795,27.47,Bronze
C02776,34,Female,West,631,302.54,Silver
C02777,34,Female,Northeast,341,250.56,Bronze
C02778,35,Male,Midwest,1585,289.93,Bronze
C02779,37,Male,Southeast,618,385.25,Silver
C02780,43,Male,Southeast,1273,346.28,Silver
C02781,48,Female,Southeast,1727,221.55,Bronze
C02782,30,Other,Northeast,1550,255.65,Bronze
C02783,23,Female,Southwest,372,69.14,Bronze
C02784,25,Female,Northeast,935,144.7,Bronze
C02785,32,Female,West,1680,256.06,Bronze
C02786,33,Male,Southeast,1147,126.18,Bronze
C02787,28,Female,West,1186,530.67,Silver
C02788,22,Female,Southeast,1554,135.26,Bronze
C02789,32,Male,West,201,297.28,Bronze
C02790,40,Female,West,655,271.76,Bronze
C02791,45,Male,West,1062,478.98,Silver
C02792,31,Female,Northeast,711,550.44,Silver
C02793,33,Female,West,1374,456.98,Silver
C02794,26,Female,Southeast,1151,36.77,Bronze
C02795,37,Male,Northeast,1222,716.75,Silver
C02796,27,Female,Southeast,340,967.37,Gold
C02797,44,Female,Midwest,1783,158.55,Bronze
C02798,18,Male,Midwest,943,302.77,Silver
C02799,33,Female,West,1396,109.76,Bronze
C02800,41,Female,Southeast,459,42.37,Bronze
C02801,40,Female,Southeast,887,125.86,Bronze
C02802,70,Male,Northeast,1609,150.49,Bronze
C02803,42,Female,West,1553,177.8,Bronze
C02804,25,Female,Midwest,314,103.23,Bronze
C02805,36,Male,Southeast,1691,126.46,Bronze
C02806,18,Male,West,1313,242.28,Bronze
C02807,37,Female,Midwest,524,122.34,Bronze
C02808,28,Female,Midwest,384,399.08,Silver
C02809,48,Female,Midwest,243,451.92,Silver
C02810,31,Male,West,846,2084.63,Gold
C02811,36,Male,West,229,673.92,Silver
C02812,30,Male,Southeast,1289,304.54,Silver
C02813,58,Male,Northeast,882,140.02,Bronze
C02814,34,Female,Northeast,165,318.74,Silver
C02815,59,Female,West,977,328.3,Silver
C02816,47,Female,Southwest,657,154.16,Bronze
C02817,43,Male,Southeast,946,495.4,Silver
C02818,42,Female,Northeast,1720,69.53,Bronze
C02819,42,Male,West,1475,196.38,Bronze
C02820,18,Male,West,1394,403.54,Silver
C02821,34,Female,Southwest,371,188.89,Bronze
C02822,48,Female,West,1583,203.15,Bronze
C02823,37,Female,Southwest,417,216.15,Bronze
C02824,21,Male,Northeast,33,115.35,Bronze
C02825,37,Female,Northeast,706,703.81,Silver
C02826,58,Female,Northeast,1692,97.88,Bronze
C02827,52,Female,West,428,325.82,Silver
C02828,37,Male,Northeast,1475,355.06,Silver
C02829,49,Female,Midwest,440,104.19,Bronze
C02830,33,Female,Midwest,242,261.33,Bronze
C02831,18,Female,Southeast,589,107.91,Bronze
C02832,26,Male,Southwest,587,855.72,Gold
C02833,56,Male,Northeast,587,87.8,Bronze
C02834,34,Male,Southeast,1101,135.84,Bronze
C02835,35,Male,West,1240,81.3,Bronze
C02836,34,Female,Northeast,531,72.1,Bronze
C02837,60,Male,West,1685,1024.64,Gold
C02838,57,Male,West,673,398.81,Silver
C02839,64,Male,Southwest,560,277.62,Bronze
C02840,36,Male,Southwest,982,135.51,Bronze
C02841,41,Male,Southeast,816,553.83,Silver
C02842,19,Female,Midwest,504,116.54,Bronze
C02843,55,Female,Northeast,1797,499.83,Silver
C02844,23,Male,Southeast,71,111.58,Bronze
C02845,40,Male,Northeast,633,136.99,Bronze
C02846,24,Male,Southeast,1314,484.18,Silver
C02847,30,Male,Southwest,77,532.43,Silver
C02848,27,Female,Southeast,1639,418.94,Silver
C02849,30,Female,Midwest,757,95.13,Bronze
C02850,31,Female,Midwest,1499,163.69,Bronze
C02851,31,Female,Midwest,250,281.8,Bronze
C02852,48,Male,Southwest,1674,113.94,Bronze
C02853,24,Female,Southeast,1700,840.39,Gold
C02854,40,Female,West,969,28.17,Bronze
C02855,52,Female,Midwest,372,121.41,Bronze
C02856,31,Male,Northeast,1291,154.68,Bronze
C02857,29,Female,Midwest,184,18.92,Bronze
C02858,35,Female,West,967,69.64,Bronze
C02859,52,Female,Northeast,870,429.56,Silver
C02860,40,Male,Northeast,1109,251.45,Bronze
C02861,31,Female,Northeast,416,1008.1,Gold
C02862,43,Female,West,923,983.09,Gold
C02863,24,Female,West,1763,361.31,Silver
C02864,46,Female,Midwest,1368,324.38,Silver
C02865,42,Female,Midwest,67,259.65,Bronze
C02866,34,Male,Southwest,1394,22.43,Bronze
C02867,27,Female,West,880,69.75,Bronze
C02868,27,Male,West,758,267.9,Bronze
C02869,44,Female,West,260,425.99,Silver
C02870,52,Male,West,481,317.57,Silver
C02871,30,Female,Midwest,1395,109.59,Bronze
C02872,43,Female,Southwest,1506,568.88,Silver
C02873,18,Female,Southwest,286,929.08,Gold
C02874,30,Female,Northeast,463,569.18,Silver
C02875,37,Female,Northeast,238,596.24,Silver
C02876,27,Female,Southwest,1254,147.92,Bronze
C02877,26,Male,Southeast,166,644.41,Silver
C02878,29,Male,Southwest,1693,278.99,Bronze
C02879,41,Male,Southeast,594,387.77,Silver
C02880,35,Male,Northeast,885,339.98,Silver
C02881,18,Female,Northeast,1447,219.35,Bronze
C02882,18,Female,Northeast,1649,112.84,Bronze
C02883,30,Female,Southeast,750,227.26,Bronze
C02884,43,Male,Midwest,874,594.72,Silver
C02885,18,Male,West,65,164.46,Bronze
C02886,32,Female,Southwest,1268,546.76,Silver
C02887,31,Female,Midwest,56,475.02,Silver
C02888,54,Male,Midwest,1711,186.97,Bronze
C02889,33,Female,Midwest,47,853.99,Gold
C02890,42,Female,Midwest,659,177.68,Bronze
C02891,39,Male,Midwest,1190,952.03,Gold
C02892,18,Female,Northeast,608,361.66,Silver
C02893,47,Male,Northeast,932,241.22,Bronze
C02894,40,Female,Northeast,1004,110.05,Bronze
C02895,44,Male,Northeast,1083,226.01,Bronze
C02896,80,Male,West,1126,203.69,Bronze
C02897,18,Female,Northeast,152,78.85,Bronze
C02898,58,Male,Southwest,986,201.17,Bronze
C02899,34,Female,Southwest,1030,118.7,Bronze
C02900,41,Male,Southwest,1016,414.63,Silver
C02901,37,Male,Southwest,1281,792.86,Silver
C02902,32,Male,Southeast,367,81.11,Bronze
C02903,31,Female,Midwest,1020,1142.62,Gold
C02904,41,Female,Northeast,302,217.96,Bronze
C02905,19,Male,West,1811,101.75,Bronze
C02906,47,Female,Southwest,1490,483.95,Silver
C02907,33,Female,Southwest,931,163.73,Bronze
C02908,24,Female,Midwest,68,227.34,Bronze
C02909,32,Female,West,711,170.06,Bronze
C02910,53,Female,Northeast,455,117.32,Bronze
C02911,31,Female,Northeast,344,469.47,Silver
C02912,42,Male,West,643,189.11,Bronze
C02913,29,Male,Midwest,1562,67.16,Bronze
C02914,47,Male,Southwest,784,401.8,Silver
C02915,46,Male,Northeast,186,82.68,Bronze
C02916,60,Female,Southwest,901,86.67,Bronze
C02917,35,Male,Midwest,806,715.76,Silver
C02918,46,Male,West,286,83.37,Bronze
C02919,39,Female,West,884,30.42,Bronze
C02920,53,Male,Southwest,664,428.62,Silver
C02921,29,Male,Southeast,485,186.14,Bronze
C02922,46,Male,Southwest,76,201.16,Bronze
C02923,35,Female,Northeast,1385,184.37,Bronze
C02924,37,Male,Northeast,39,301.42,Silver
C02925,39,Male,Midwest,173,124.28,Bronze
C02926,41,Female,West,1484,923.81,Gold
C02927,36,Female,Midwest,1205,64.81,Bronze
C02928,40,Female,West,516,365.18,Silver
C02929,56,Female,West,1189,436.12,Silver
C02930,49,Male,Northeast,1640,123.51,Bronze
C02931,48,Male,Southwest,1079,97.38,Bronze
C02932,32,Male,Northeast,1060,611.22,Silver
C02933,27,Male,Southwest,620,100.31,Bronze
C02934,49,Male,Southeast,1068,141.74,Bronze
C02935,48,Male,Midwest,1485,543.8,Silver
C02936,55,Female,Midwest,928,252.46,Bronze
C02937,30,Female,Northeast,1453,48.55,Bronze
C02938,35,Male,Southeast,236,1178.92,Gold
C02939,18,Female,Northeast,1654,151.86,Bronze
C02940,33,Male,Northeast,1662,170.29,Bronze
C02941,49,Male,Northeast,939,308.03,Silver
C02942,32,Female,Midwest,1269,429.48,Silver
C02943,45,Male,West,1555,1429.38,Gold
C02944,35,Male,Midwest,1512,54.92,Bronze
C02945,41,Male,Southwest,288,514.58,Silver
C02946,24,Female,West,1382,477.57,Silver
C02947,39,Female,West,483,216.28,Bronze
C02948,18,Male,West,828,496.98,Silver
C02949,35,Female,Midwest,404,567.28,Silver
C02950,18,Female,West,493,70.54,Bronze
C02951,52,Female,Northeast,104,1181.8,Gold
C02952,47,Female,Southwest,271,60.17,Bronze
C02953,43,Male,West,1070,88.08,Bronze
C02954,56,Male,Southeast,1742,193.33,Bronze
C02955,26,Female,West,1312,1383.6,Gold
C02956,58,Female,Northeast,152,185.41,Bronze
C02957,49,Female,Northeast,1364,237.76,Bronze
C02958,35,Female,Northeast,140,887.91,Gold
C02959,51,Female,West,1309,186.74,Bronze
C02960,24,Female,West,263,84.72,Bronze
C02961,28,Female,West,997,168.09,Bronze
C02962,30,Female,Northeast,526,840.26,Gold
C02963,31,Female,Midwest,1093,260.81,Bronze
C02964,25,Male,West,1175,1390.74,Gold
C02965,52,Male,Northeast,1503,475.39,Silver
C02966,34,Female,West,756,136.96,Bronze
C02967,42,Female,Northeast,1572,256.2,Bronze
C02968,31,Female,Northeast,121,113.53,Bronze
C02969,18,Female,Midwest,1414,134.08,Bronze
C02970,41,Male,West,1176,13782.79,Gold
C02971,18,Male,Northeast,366,612.02,Silver
C02972,37,Female,Northeast,1661,531.12,Silver
C02973,21,Male,Northeast,542,139.65,Bronze
C02974,61,Male,Southeast,632,1004.88,Gold
C02975,48,Male,Southeast,457,658.18,Silver
C02976,39,Male,Southeast,1486,1330.7,Gold
C02977,53,Female,West,36,1273.85,Gold
C02978,27,Male,Midwest,149,64.64,Bronze
C02979,44,Female,West,416,90.12,Bronze
C02980,40,Male,West,1403,99.15,Bronze
C02981,41,Female,Northeast,670,104.63,Bronze
C02982,53,Male,Northeast,1744,327.38,Silver
C02983,46,Female,Southwest,1151,146.92,Bronze
C02984,41,Female,Northeast,1096,1580.25,Gold
C02985,18,Male,Northeast,212,1358.6,Gold
C02986,26,Female,Northeast,726,243.27,Bronze
C02987,36,Female,West,594,1421.96,Gold
C02988,39,Male,Midwest,1793,933.85,Gold
C02989,24,Male,Southwest,1726,163.1,Bronze
C02990,66,Female,Southwest,1288,40.11,Bronze
C02991,56,Female,Southeast,475,201.11,Bronze
C02992,45,Male,Southeast,229,136.98,Bronze
C02993,38,Male,Southeast,977,294.67,Bronze
C02994,35,Female,Northeast,542,265.15,Bronze
C02995,26,Female,Northeast,1579,258.97,Bronze
C02996,38,Female,Northeast,1019,392.02,Silver
C02997,41,Male,Northeast,242,82.17,Bronze
C02998,23,Female,Southeast,1431,354.33,Silver
C02999,42,Male,Southeast,575,164.74,Bronze
C03000,36,Male,Southwest,515,292.94,Bronze
C03001,18,Female,Midwest,1414,579.21,Silver
C03002,27,Other,Southwest,197,81.29,Bronze
C03003,33,Male,Southeast,919,189.96,Bronze
C03004,60,Male,Midwest,960,219.93,Bronze
C03005,44,Female,Southeast,1735,154.03,Bronze
C03006,21,Female,Northeast,1647,549.96,Silver
C03007,43,Female,Northeast,1457,127.95,Bronze
C03008,19,Female,Southwest,857,148.43,Bronze
C03009,50,Male,Southwest,166,129.16,Bronze
C03010,32,Other,Northeast,1286,653.83,Silver
C03011,36,Female,Northeast,144,157.09,Bronze
C03012,53,Female,Midwest,1305,370.2,Silver
C03013,22,Female,Northeast,1546,1448.28,Gold
C03014,21,Female,Southeast,1342,228.76,Bronze
C03015,30,Male,Northeast,1102,665.71,Silver
C03016,50,Male,Midwest,1505,1101.27,Gold
C03017,19,Female,Southeast,545,616.76,Silver
C03018,18,Male,Southeast,717,241.02,Bronze
C03019,32,Male,Northeast,1049,436.11,Silver
C03020,44,Female,Midwest,1325,76.81,Bronze
C03021,52,Female,Southwest,1484,121.26,Bronze
C03022,32,Male,Southeast,1079,142.0,Bronze
C03023,33,Female,Southwest,1123,1838.22,Gold
C03024,51,Female,West,322,117.76,Bronze
C03025,18,Female,Southwest,1459,116.2,Bronze
C03026,33,Female,West,1287,95.63,Bronze
C03027,40,Male,West,260,404.98,Silver
C03028,43,Male,Southwest,1316,278.21,Bronze
C03029,31,Male,Northeast,967,650.72,Silver
C03030,38,Female,Midwest,1639,447.7,Silver
C03031,18,Female,Southwest,1174,70.64,Bronze
C03032,30,Female,West,1516,118.33,Bronze
C03033,43,Female,Southwest,547,836.14,Gold
C03034,26,Female,West,1077,203.78,Bronze
C03035,38,Female,Southwest,735,712.54,Silver
C03036,43,Male,West,1733,213.85,Bronze
C03037,33,Male,West,406,102.42,Bronze
C03038,40,Female,Midwest,1553,186.25,Bronze
C03039,26,Male,Southwest,466,102.39,Bronze
C03040,35,Male,West,882,147.08,Bronze
C03041,45,Female,West,1775,293.19,Bronze
C03042,39,Male,West,1698,387.78,Silver
C03043,30,Female,Southeast,999,58.49,Bronze
