order_id,customer_id,order_date,category,num_items,order_value,shipping_cost,days_to_deliver
O008327,C00571,2024-06-09,Sports,3,124.77,0.0,7
O008328,C00540,2024-05-11,Home,3,126.48,0.0,4
O008329,C00117,2024-04-22,Home,2,46.77,8.61,3
O008330,C02199,2024-10-12,Clothing,4,130.75,0.0,2
O008331,C03032,2024-12-05,Sports,2,59.74,12.75,4
O008332,C03457,2024-04-03,Beauty,2,106.84,0.0,4
O008333,C03052,2024-12-12,Beauty,1,24.02,5.64,5
O008334,C02482,2024-03-29,Clothing,4,130.11,0.0,3
O008335,C02368,2024-11-05,Clothing,8,312.6,0.0,4
O008336,C01635,2024-05-13,Home,2,59.23,7.75,2
O008337,C00242,2024-09-17,Beauty,3,100.78,0.0,3
O008338,C00465,2024-07-24,Clothing,2,84.04,0.0,2
O008339,C02251,2024-11-02,Sports,3,91.11,0.0,3
O008340,C04645,2024-02-03,Clothing,1,41.0,8.7,5
O008341,C04954,2024-06-17,Beauty,4,101.51,0.0,4
O008342,C01879,2024-12-10,Beauty,6,137.82,0.0,5
O008343,C04882,2024-05-25,Beauty,2,59.45,10.97,3
O008344,C04637,2024-01-20,Home,2,89.36,0.0,4
O008345,C02535,2024-04-16,Beauty,3,107.63,0.0,3
O008346,C01906,2024-05-15,Beauty,3,116.23,0.0,3
O008347,C03810,2024-01-26,Beauty,4,173.88,0.0,4
O008348,C00572,2024-09-02,Sports,9,399.68,0.0,9
O008349,C02709,2024-12-06,Clothing,3,72.25,9.96,3
O008350,C03642,2024-06-03,Sports,1,24.23,7.11,3
O008351,C03505,2024-02-11,Sports,4,208.26,0.0,4
O008352,C03620,2024-06-26,Beauty,2,38.11,8.5,4
O008353,C00657,2024-03-21,Home,3,111.67,0.0,5
O008354,C03152,2024-06-25,Electronics,5,155.79,0.0,3
O008355,C00949,2024-07-11,Beauty,1,5.0,7.15,2
O008356,C04111,2024-07-09,Sports,2,108.23,0.0,4
O008357,C03023,2024-10-09,Clothing,5,276.41,0.0,5
O008358,C00307,2024-09-02,Clothing,3,46.84,7.18,5
O008359,C00705,2024-04-09,Beauty,2,58.2,11.35,1
O008360,C04493,2024-02-04,Home,4,191.21,0.0,3
O008361,C00678,2024-10-20,Sports,1,61.85,6.65,4
O008362,C02913,2024-10-20,Electronics,3,86.82,0.0,5
O008363,C03994,2024-02-11,Clothing,4,102.54,0.0,5
O008364,C00211,2024-06-18,Sports,2,77.55,0.0,3
O008365,C04495,2024-02-26,Home,4,163.34,0.0,6
O008366,C01397,2024-12-21,Beauty,2,70.22,6.63,4
O008367,C03461,2024-02-23,Home,1,36.45,10.23,4
O008368,C04354,2024-07-06,Clothing,1,39.61,9.93,5
O008369,C02163,2024-10-22,Home,3,140.65,0.0,4
O008370,C04430,2024-03-26,Sports,1,36.13,5.35,6
O008371,C04445,2024-03-04,Home,1,30.8,5.31,3
O008372,C02281,2024-03-21,Home,9,222.98,0.0,5
O008373,C04545,2024-09-24,Beauty,1,20.04,9.3,4
O008374,C03149,2024-07-03,Beauty,6,343.89,0.0,4
O008375,C04081,2024-12-10,Beauty,3,175.14,0.0,2
O008376,C00828,2024-01-26,Clothing,3,82.14,0.0,7
O008377,C02656,2024-08-25,Home,4,160.95,0.0,3
O008378,C02146,2024-10-22,Sports,4,143.63,0.0,2
O008379,C03702,2024-10-25,Home,3,130.37,0.0,4
O008380,C04558,2024-08-12,Clothing,4,120.95,0.0,3
O008381,C00500,2024-11-23,Clothing,3,89.75,0.0,5
O008382,C02679,2024-03-30,Beauty,7,263.34,0.0,5
O008383,C01062,2024-01-17,Home,3,79.22,0.0,2
O008384,C03497,2024-03-28,Clothing,2,85.09,0.0,4
O008385,C04223,2024-01-24,Electronics,1,38.84,5.67,3
O008386,C01127,2024-11-27,Clothing,1,17.63,6.63,2
O008387,C01990,2024-08-10,Sports,3,66.69,9.67,1
O008388,C02525,2024-02-27,Clothing,3,91.57,0.0,4
O008389,C03301,2024-07-07,Home,5,188.17,0.0,4
O008390,C02771,2024-08-09,Clothing,5,226.76,0.0,1
O008391,C04181,2024-12-18,Beauty,1,5.0,10.5,6
O008392,C01383,2024-02-20,Electronics,6,129.49,0.0,3
O008393,C04882,2024-03-28,Beauty,2,52.03,6.6,2
O008394,C04168,2024-08-09,Clothing,4,145.74,0.0,5
O008395,C03167,2024-12-13,Clothing,7,287.54,0.0,1
O008396,C02636,2024-06-15,Sports,2,60.17,8.49,2
O008397,C01030,2024-07-12,Clothing,2,81.81,0.0,6
O008398,C01619,2024-04-10,Beauty,3,107.77,0.0,5
O008399,C04248,2024-07-20,Sports,3,109.45,0.0,2
O008400,C03629,2024-01-13,Sports,3,107.33,0.0,6
O008401,C01236,2024-05-26,Beauty,5,201.94,0.0,4
O008402,C02631,2024-09-18,Clothing,3,152.35,0.0,4
O008403,C03984,2024-05-25,Sports,3,151.26,0.0,4
O008404,C01406,2024-01-09,Clothing,1,47.43,6.89,6
O008405,C04238,2024-03-21,Clothing,2,53.28,9.44,5
O008406,C01548,2024-03-08,Clothing,4,102.38,0.0,6
O008407,C01885,2024-11-05,Electronics,6,207.99,0.0,6
O008408,C02185,2024-05-05,Clothing,4,121.5,0.0,5
O008409,C00219,2024-02-19,Sports,1,33.54,8.19,4
O008410,C04351,2024-03-10,Clothing,4,141.79,0.0,5
O008411,C00812,2024-05-18,Clothing,1,38.42,11.68,4
O008412,C00270,2024-06-18,Beauty,5,131.82,0.0,3
O008413,C04979,2024-03-30,Electronics,1,5.0,12.23,6
O008414,C04700,2024-05-18,Beauty,3,74.61,12.68,4
O008415,C03206,2024-03-12,Sports,1,45.6,10.74,3
O008416,C01187,2024-09-01,Electronics,4,131.88,0.0,3
O008417,C01734,2024-03-07,Clothing,4,183.93,0.0,2
O008418,C04797,2024-05-09,Beauty,4,164.55,0.0,4
O008419,C02968,2024-07-28,Clothing,2,84.72,0.0,5
O008420,C00073,2024-07-12,Clothing,4,224.26,0.0,1
O008421,C04994,2024-01-26,Clothing,3,93.38,0.0,5
O008422,C04639,2024-11-27,Beauty,1,45.36,6.93,3
O008423,C04062,2024-10-19,Electronics,4,52.02,9.0,4
O008424,C00631,2024-08-05,Beauty,4,124.8,0.0,3
O008425,C02843,2024-02-05,Clothing,1,65.19,10.63,6
O008426,C00878,2024-01-16,Beauty,2,69.61,10.28,7
O008427,C00757,2024-03-18,Sports,2,51.76,8.48,2
O008428,C02666,2024-11-17,Sports,4,160.97,0.0,5
O008429,C04294,2024-01-21,Sports,3,122.02,0.0,3
O008430,C01451,2024-05-14,Clothing,5,123.39,0.0,4
O008431,C02541,2024-09-01,Sports,7,262.15,0.0,5
O008432,C00082,2024-07-02,Electronics,2,69.54,8.75,2
O008433,C01332,2024-06-20,Electronics,4,175.49,0.0,3
O008434,C01723,2024-02-23,Electronics,4,179.7,0.0,4
O008435,C00357,2024-04-02,Electronics,3,89.19,0.0,6
O008436,C01320,2024-11-09,Electronics,1,37.76,5.47,4
O008437,C00580,2024-10-19,Home,1,27.5,11.9,4
O008438,C04396,2024-06-24,Electronics,3,50.88,7.67,4
O008439,C00646,2024-07-08,Clothing,1,47.22,12.16,7
O008440,C02234,2024-09-02,Clothing,2,44.55,8.05,5
O008441,C02632,2024-10-21,Clothing,5,160.13,0.0,5
O008442,C03300,2024-07-10,Sports,5,178.74,0.0,6
O008443,C00308,2024-04-13,Clothing,1,46.39,8.8,7
O008444,C00234,2024-03-08,Electronics,4,151.04,0.0,3
O008445,C01035,2024-11-19,Clothing,1,34.59,8.95,6
O008446,C02223,2024-06-03,Electronics,1,30.81,8.44,6
O008447,C02821,2024-08-13,Sports,5,145.24,0.0,4
O008448,C04739,2024-08-20,Home,1,27.16,12.08,5
O008449,C01736,2024-04-13,Electronics,2,97.75,0.0,3
O008450,C04278,2024-11-11,Clothing,2,66.24,11.65,3
O008451,C00942,2024-08-27,Clothing,4,175.54,0.0,2
O008452,C00350,2024-07-30,Beauty,5,5.0,8.97,3
O008453,C02687,2024-05-05,Sports,3,101.11,0.0,4
O008454,C01406,2024-05-02,Clothing,3,110.86,0.0,5
O008455,C03628,2024-02-05,Clothing,1,38.11,8.64,2
O008456,C01546,2024-08-25,Beauty,2,98.78,0.0,8
O008457,C04321,2024-08-29,Home,4,191.67,0.0,5
O008458,C01752,2024-05-12,Beauty,4,135.55,0.0,3
O008459,C01747,2024-08-14,Electronics,4,118.04,0.0,4
O008460,C04382,2024-03-30,Sports,1,22.44,8.06,1
O008461,C01355,2024-09-11,Clothing,5,168.35,0.0,2
O008462,C03633,2024-03-23,Beauty,1,22.88,12.75,2
O008463,C04289,2024-05-18,Electronics,2,64.2,9.56,4
O008464,C01169,2024-11-04,Electronics,4,127.48,0.0,1
O008465,C04767,2024-01-20,Clothing,4,128.25,0.0,1
O008466,C04045,2024-11-24,Clothing,4,182.28,0.0,5
O008467,C02586,2024-03-24,Electronics,3,85.22,0.0,6
O008468,C04708,2024-01-27,Electronics,2,50.78,5.04,5
O008469,C00901,2024-02-27,Electronics,4,158.39,0.0,5
O008470,C03342,2024-11-25,Electronics,4,177.24,0.0,3
O008471,C04147,2024-08-04,Electronics,5,272.39,0.0,2
O008472,C00128,2024-11-28,Home,2,65.89,8.91,6
O008473,C01676,2024-05-04,Beauty,3,88.26,0.0,2
O008474,C01778,2024-10-14,Sports,2,83.15,0.0,4
O008475,C00234,2024-07-18,Sports,1,26.34,12.85,1
O008476,C02496,2024-10-09,Clothing,2,59.91,10.91,3
O008477,C00584,2024-08-01,Beauty,3,154.53,0.0,2
O008478,C01467,2024-06-04,Beauty,2,84.26,0.0,4
O008479,C00503,2024-01-18,Sports,5,177.23,0.0,5
O008480,C04381,2024-12-08,Home,5,189.65,0.0,1
O008481,C01156,2024-04-14,Electronics,3,149.28,0.0,4
O008482,C01500,2024-06-07,Beauty,1,27.07,5.26,4
O008483,C00936,2024-02-10,Electronics,1,46.04,10.22,2
O008484,C02592,2024-10-16,Clothing,4,151.26,0.0,3
O008485,C00356,2024-01-07,Beauty,4,146.18,0.0,5
O008486,C01995,2024-01-05,Sports,2,54.97,6.75,7
O008487,C01446,2024-01-21,Clothing,6,120.88,0.0,3
O008488,C02660,2024-05-13,Electronics,3,48.36,11.25,4
O008489,C03281,2024-04-29,Home,2,66.2,10.2,5
O008490,C03975,2024-08-29,Clothing,2,74.58,11.2,7
O008491,C02505,2024-04-15,Home,3,124.43,0.0,4
O008492,C02147,2024-12-08,Beauty,1,43.1,12.39,3
O008493,C01211,2024-05-10,Clothing,6,159.79,0.0,3
O008494,C00630,2024-02-07,Electronics,4,250.64,0.0,5
O008495,C02718,2024-03-27,Sports,2,49.93,12.75,2
O008496,C04883,2024-12-01,Clothing,7,350.26,0.0,5
O008497,C01495,2024-04-22,Sports,4,117.49,0.0,3
O008498,C01108,2024-09-07,Beauty,3,83.64,0.0,6
O008499,C03078,2024-12-10,Clothing,2,72.66,6.38,5
O008500,C04987,2024-12-27,Clothing,2,77.97,0.0,4
O008501,C03435,2024-03-11,Electronics,4,69.17,8.0,4
O008502,C03055,2024-09-20,Beauty,4,155.55,0.0,2
O008503,C02816,2024-03-09,Clothing,5,154.22,0.0,3
O008504,C03782,2024-09-11,Electronics,1,5.0,12.61,2
O008505,C02036,2024-10-01,Beauty,3,5.0,10.89,3
O008506,C00170,2024-03-26,Beauty,3,101.3,0.0,3
O008507,C03832,2024-08-05,Clothing,3,56.66,10.49,6
O008508,C02297,2024-02-19,Clothing,2,54.85,5.69,6
O008509,C04758,2024-05-13,Home,1,42.19,9.36,1
O008510,C02788,2024-08-17,Clothing,1,52.85,8.15,4
O008511,C03316,2024-03-01,Home,1,31.34,9.77,8
O008512,C00632,2024-09-08,Home,3,99.5,0.0,1
O008513,C00805,2024-08-17,Home,3,91.12,0.0,6
O008514,C03035,2024-12-16,Home,2,93.13,0.0,5
O008515,C03088,2024-02-27,Clothing,3,127.04,0.0,4
O008516,C04481,2024-07-03,Home,2,75.96,0.0,5
O008517,C03413,2024-07-21,Electronics,2,49.41,9.14,3
O008518,C04989,2024-02-01,Electronics,2,55.06,8.24,2
O008519,C03870,2024-05-24,Home,6,285.82,0.0,9
O008520,C00792,2024-06-17,Clothing,1,30.43,7.7,4
O008521,C04142,2024-01-22,Electronics,1,29.43,10.69,4
O008522,C02552,2024-12-01,Beauty,1,19.35,10.9,4
O008523,C03842,2024-10-24,Electronics,3,124.79,0.0,5
O008524,C03215,2024-03-19,Home,3,88.51,0.0,7
O008525,C03357,2024-05-15,Clothing,1,8.24,6.87,6
O008526,C04926,2024-10-28,Electronics,6,263.21,0.0,4
O008527,C02573,2024-06-24,Home,4,211.98,0.0,6
O008528,C03905,2024-03-17,Home,3,121.16,0.0,4
O008529,C02095,2024-01-30,Clothing,3,120.46,0.0,3
O008530,C04624,2024-10-10,Beauty,4,112.89,0.0,6
O008531,C00616,2024-11-24,Sports,4,127.52,0.0,2
O008532,C03994,2024-06-01,Home,5,183.49,0.0,6
O008533,C04297,2024-07-31,Electronics,1,25.42,7.63,5
O008534,C02302,2024-06-27,Electronics,2,97.48,0.0,4
O008535,C02231,2024-10-21,Clothing,6,267.91,0.0,5
O008536,C01573,2024-03-23,Sports,6,106.99,0.0,4
O008537,C03029,2024-07-18,Home,1,56.32,11.98,5
O008538,C02538,2024-11-18,Home,1,54.0,11.13,2
O008539,C00505,2024-05-08,Home,4,127.4,0.0,4
O008540,C01946,2024-10-20,Clothing,4,149.19,0.0,3
O008541,C01862,2024-07-09,Electronics,4,146.95,0.0,8
O008542,C03723,2024-02-21,Home,3,78.59,0.0,4
O008543,C03684,2024-03-23,Sports,3,94.04,0.0,4
O008544,C00404,2024-12-06,Home,1,34.54,9.63,4
O008545,C04332,2024-07-06,Home,5,92.04,0.0,3
O008546,C01620,2024-01-13,Beauty,2,86.23,0.0,5
O008547,C02907,2024-08-06,Beauty,3,147.6,0.0,5
O008548,C03014,2024-01-17,Home,3,112.23,0.0,2
O008549,C03617,2024-08-29,Electronics,3,107.44,0.0,4
O008550,C04729,2024-12-05,Home,1,58.05,10.88,2
O008551,C01570,2024-06-06,Clothing,4,127.14,0.0,4
O008552,C03717,2024-06-14,Electronics,1,55.81,10.96,4
O008553,C00140,2024-05-18,Sports,3,112.11,0.0,4
O008554,C04684,2024-10-20,Clothing,1,51.73,12.89,3
O008555,C01844,2024-01-28,Clothing,3,48.12,10.61,4
O008556,C03379,2024-12-24,Clothing,1,5.0,10.4,1
O008557,C02965,2024-06-09,Home,4,205.73,0.0,4
O008558,C04666,2024-06-30,Clothing,4,165.14,0.0,3
O008559,C03170,2024-10-06,Home,3,138.17,0.0,5
O008560,C02173,2024-06-03,Home,5,147.97,0.0,5
O008561,C03421,2024-10-28,Clothing,1,82.83,0.0,3
O008562,C03044,2024-08-01,Electronics,2,44.02,9.25,6
O008563,C01250,2024-12-05,Clothing,3,131.16,0.0,1
O008564,C02698,2024-12-18,Home,7,264.65,0.0,3
O008565,C02754,2024-03-09,Clothing,4,85.49,0.0,3
O008566,C04435,2024-11-20,Clothing,2,84.09,0.0,5
O008567,C04935,2024-10-21,Beauty,2,60.26,9.48,4
O008568,C03885,2024-07-27,Clothing,5,195.64,0.0,3
O008569,C00095,2024-06-05,Sports,2,92.43,0.0,3
O008570,C04292,2024-03-15,Beauty,3,94.76,0.0,5
O008571,C04288,2024-12-07,Clothing,3,113.13,0.0,3
O008572,C04618,2024-10-13,Clothing,3,97.73,0.0,6
O008573,C04849,2024-08-18,Electronics,9,494.08,0.0,3
O008574,C01676,2024-03-05,Home,5,95.48,0.0,3
O008575,C00013,2024-09-27,Sports,4,90.21,0.0,5
O008576,C02302,2024-03-23,Clothing,2,44.28,8.86,7
O008577,C04084,2024-03-14,Electronics,1,19.6,5.48,2
O008578,C00373,2024-09-21,Home,3,75.47,0.0,4
O008579,C04490,2024-09-25,Electronics,5,213.57,0.0,3
O008580,C00418,2024-10-27,Home,1,50.44,7.73,2
O008581,C00817,2024-03-30,Clothing,3,112.57,0.0,6
O008582,C04870,2024-12-25,Electronics,4,71.48,12.47,7
O008583,C01804,2024-10-26,Home,5,184.6,0.0,7
O008584,C03613,2024-01-02,Clothing,3,107.98,0.0,4
O008585,C03405,2024-06-24,Beauty,2,95.14,0.0,7
O008586,C02940,2024-05-04,Electronics,3,149.41,0.0,5
O008587,C01333,2024-09-24,Clothing,3,107.16,0.0,2
O008588,C03247,2024-08-02,Clothing,1,34.2,9.6,2
O008589,C00756,2024-03-07,Home,2,89.08,0.0,3
O008590,C03526,2024-06-26,Electronics,2,54.23,10.29,2
O008591,C01797,2024-09-23,Clothing,4,94.99,0.0,4
O008592,C03970,2024-01-05,Clothing,2,79.38,0.0,3
O008593,C03060,2024-10-27,Beauty,3,88.76,0.0,4
O008594,C02178,2024-07-20,Clothing,3,111.19,0.0,4
O008595,C03557,2024-04-26,Electronics,1,47.37,8.15,6
O008596,C02051,2024-12-01,Home,4,112.84,0.0,4
O008597,C01990,2024-12-15,Beauty,4,203.32,0.0,3
O008598,C00555,2024-08-19,Clothing,2,57.3,8.12,2
O008599,C00266,2024-03-24,Electronics,2,65.59,12.76,2
O008600,C00923,2024-03-29,Clothing,5,167.09,0.0,7
O008601,C02072,2024-08-14,Home,1,23.77,7.82,4
O008602,C00534,2024-04-20,Electronics,1,35.83,8.24,1
O008603,C03984,2024-11-18,Beauty,4,35.29,6.7,5
O008604,C01694,2024-01-12,Home,2,98.09,0.0,7
O008605,C04976,2024-01-27,Sports,2,114.56,0.0,3
O008606,C02052,2024-04-14,Home,2,74.75,7.54,5
O008607,C03691,2024-03-26,Electronics,2,78.23,0.0,4
O008608,C04904,2024-06-04,Clothing,1,43.22,7.5,5
O008609,C02832,2024-07-17,Clothing,3,120.3,0.0,7
O008610,C04328,2024-05-16,Electronics,8,268.66,0.0,2
O008611,C02921,2024-01-31,Electronics,3,88.45,0.0,4
O008612,C04846,2024-06-12,Clothing,1,27.67,8.88,2
O008613,C04168,2024-04-22,Home,3,129.93,0.0,3
O008614,C04624,2024-12-26,Clothing,4,237.31,0.0,4
O008615,C00886,2024-09-27,Clothing,2,61.43,5.05,3
O008616,C01459,2024-12-18,Electronics,3,106.8,0.0,7
O008617,C03796,2024-10-13,Clothing,3,82.53,0.0,5
O008618,C03156,2024-09-14,Clothing,4,146.7,0.0,2
O008619,C03411,2024-07-19,Electronics,6,255.37,0.0,6
O008620,C04025,2024-10-25,Sports,5,177.5,0.0,5
O008621,C00563,2024-01-01,Clothing,6,269.19,0.0,5
O008622,C04027,2024-07-29,Sports,3,110.26,0.0,5
O008623,C02972,2024-09-21,Sports,1,29.68,12.88,4
O008624,C00345,2024-07-06,Beauty,2,95.21,0.0,3
O008625,C02717,2024-12-22,Clothing,4,173.61,0.0,3
O008626,C02679,2024-08-28,Clothing,2,79.09,0.0,5
O008627,C01673,2024-07-11,Beauty,2,52.39,5.65,5
O008628,C03128,2024-04-19,Home,1,16.86,12.02,4
O008629,C04894,2024-04-20,Clothing,2,43.09,7.0,4
O008630,C03954,2024-03-05,Home,3,121.11,0.0,3
O008631,C01120,2024-03-05,Home,3,60.46,10.97,7
O008632,C01913,2024-11-12,Electronics,3,95.82,0.0,4
O008633,C03003,2024-08-22,Beauty,1,67.31,7.38,3
O008634,C02263,2024-04-04,Home,1,47.98,11.58,7
O008635,C00743,2024-07-15,Clothing,3,94.4,0.0,2
O008636,C04154,2024-10-17,Electronics,3,91.95,0.0,3
O008637,C02453,2024-07-14,Beauty,2,99.41,0.0,1
O008638,C02769,2024-02-07,Electronics,1,50.75,10.55,3
O008639,C00783,2024-02-08,Beauty,1,43.35,6.49,8
O008640,C00097,2024-05-28,Beauty,5,145.23,0.0,7
O008641,C00587,2024-06-12,Electronics,4,146.2,0.0,5
O008642,C04637,2024-08-07,Home,3,88.47,0.0,4
O008643,C04912,2024-10-02,Home,3,152.2,0.0,3
O008644,C02239,2024-02-12,Home,6,234.81,0.0,2
O008645,C00917,2024-08-25,Clothing,6,158.7,0.0,6
O008646,C03350,2024-06-11,Beauty,4,75.09,0.0,3
O008647,C02587,2024-11-15,Sports,2,101.09,0.0,3
O008648,C04181,2024-04-16,Electronics,1,24.67,7.07,2
O008649,C02489,2024-10-14,Home,4,127.07,0.0,5
O008650,C03794,2024-10-18,Home,8,247.75,0.0,4
O008651,C02838,2024-04-14,Clothing,1,18.96,10.8,3
O008652,C02387,2024-03-09,Beauty,2,73.02,8.81,5
O008653,C01842,2024-04-18,Beauty,1,49.66,8.59,4
O008654,C01203,2024-06-28,Clothing,1,40.88,6.72,3
O008655,C04770,2024-05-11,Clothing,7,228.57,0.0,5
O008656,C00730,2024-01-07,Electronics,1,44.54,12.25,5
O008657,C00317,2024-12-05,Beauty,3,112.61,0.0,1
O008658,C00076,2024-05-28,Sports,2,68.75,10.91,3
O008659,C03047,2024-07-03,Sports,4,149.27,0.0,2
O008660,C00204,2024-06-04,Electronics,5,216.87,0.0,7
O008661,C04289,2024-10-16,Sports,2,64.43,7.66,2
O008662,C03776,2024-09-01,Clothing,2,5.0,9.97,5
O008663,C02945,2024-09-28,Home,4,124.41,0.0,4
O008664,C04356,2024-02-07,Clothing,2,64.81,11.65,6
O008665,C03052,2024-04-24,Beauty,1,23.36,7.11,6
O008666,C02664,2024-12-02,Clothing,1,24.23,6.53,5
O008667,C00432,2024-04-28,Electronics,2,65.68,6.81,3
O008668,C02764,2024-05-11,Sports,4,126.14,0.0,2
O008669,C04792,2024-02-25,Sports,4,206.64,0.0,4
O008670,C03163,2024-04-29,Electronics,1,24.88,9.51,2
O008671,C00198,2024-02-19,Home,2,88.26,0.0,3
O008672,C00039,2024-12-30,Beauty,1,37.96,12.76,7
O008673,C02519,2024-12-27,Electronics,6,264.94,0.0,5
O008674,C02127,2024-03-22,Sports,3,133.6,0.0,5
O008675,C00729,2024-02-18,Clothing,1,29.99,5.66,1
O008676,C03900,2024-02-17,Clothing,1,44.86,5.78,2
O008677,C03166,2024-05-13,Sports,1,35.22,11.23,4
O008678,C04780,2024-08-25,Home,3,80.96,0.0,4
O008679,C04228,2024-11-30,Electronics,3,50.83,7.62,4
O008680,C02125,2024-06-21,Clothing,1,72.53,10.52,3
O008681,C04135,2024-05-24,Beauty,2,64.25,11.77,6
O008682,C03772,2024-07-05,Electronics,1,29.03,8.47,3
O008683,C03258,2024-04-29,Sports,1,65.19,7.49,4
O008684,C03207,2024-07-02,Sports,5,189.0,0.0,2
O008685,C02599,2024-12-22,Electronics,2,32.98,10.11,5
O008686,C04436,2024-12-28,Beauty,3,220.18,0.0,3
O008687,C03314,2024-03-19,Electronics,1,35.44,8.98,2
O008688,C01245,2024-06-11,Electronics,6,298.83,0.0,2
O008689,C04088,2024-01-08,Electronics,3,86.71,0.0,5
O008690,C00658,2024-04-08,Electronics,3,104.44,0.0,6
O008691,C02966,2024-11-12,Beauty,4,127.08,0.0,2
O008692,C01700,2024-12-21,Home,3,122.36,0.0,4
O008693,C04457,2024-01-27,Home,6,214.83,0.0,4
O008694,C03044,2024-10-02,Home,3,23.82,8.75,1
O008695,C04425,2024-11-08,Sports,1,27.59,12.97,4
O008696,C01800,2024-10-05,Home,3,103.45,0.0,2
O008697,C04536,2024-12-21,Clothing,3,64.82,8.63,4
O008698,C03627,2024-07-22,Home,2,29.26,9.83,3
O008699,C03978,2024-06-08,Home,2,72.28,6.25,6
O008700,C01977,2024-06-26,Clothing,3,124.66,0.0,5
O008701,C04929,2024-07-10,Clothing,1,42.12,6.84,4
O008702,C03670,2024-02-09,Electronics,2,77.4,0.0,1
O008703,C04193,2024-12-25,Clothing,2,77.5,0.0,5
O008704,C00938,2024-08-23,Sports,1,46.62,10.28,5
O008705,C01290,2024-02-02,Clothing,3,105.83,0.0,4
O008706,C04671,2024-01-29,Clothing,1,42.25,9.24,5
O008707,C02151,2024-02-02,Beauty,1,5.0,8.6,5
O008708,C04925,2024-04-09,Clothing,2,48.74,6.17,5
O008709,C00513,2024-05-24,Sports,1,45.38,11.06,7
O008710,C04762,2024-11-25,Beauty,7,287.24,0.0,1
O008711,C01517,2024-03-05,Beauty,5,141.87,0.0,4
O008712,C02083,2024-05-01,Home,1,37.84,8.02,8
O008713,C01405,2024-02-12,Clothing,2,60.14,12.52,5
O008714,C04493,2024-07-27,Sports,3,102.0,0.0,4
O008715,C01932,2024-08-17,Home,5,236.14,0.0,6
O008716,C01886,2024-05-06,Sports,4,64.56,11.22,3
O008717,C02354,2024-12-21,Electronics,6,334.66,0.0,5
O008718,C03808,2024-07-04,Home,3,99.04,0.0,3
O008719,C02747,2024-08-24,Clothing,1,5.0,6.03,4
O008720,C00581,2024-03-31,Clothing,2,76.71,0.0,5
O008721,C02213,2024-02-12,Clothing,4,83.57,0.0,2
O008722,C03330,2024-02-15,Electronics,4,81.04,0.0,5
O008723,C00102,2024-01-25,Beauty,1,20.26,9.15,6
O008724,C04551,2024-12-19,Clothing,6,317.17,0.0,4
O008725,C04289,2024-07-13,Electronics,3,64.43,12.3,3
O008726,C03843,2024-12-14,Clothing,7,315.15,0.0,5
O008727,C02964,2024-04-08,Home,2,108.61,0.0,5
O008728,C04994,2024-09-12,Home,4,182.81,0.0,5
O008729,C04906,2024-12-26,Home,5,210.81,0.0,5
O008730,C00299,2024-11-25,Clothing,7,176.19,0.0,3
O008731,C04117,2024-10-20,Beauty,2,71.95,6.7,4
O008732,C00045,2024-09-02,Home,4,158.59,0.0,4
O008733,C02544,2024-06-14,Home,2,91.92,0.0,4
O008734,C03860,2024-09-13,Sports,4,128.05,0.0,2
O008735,C04779,2024-11-05,Sports,2,87.21,0.0,5
O008736,C04395,2024-12-17,Clothing,2,57.68,10.74,5
O008737,C03553,2024-10-04,Home,4,187.2,0.0,3
O008738,C03156,2024-07-07,Clothing,2,61.46,8.55,5
O008739,C03132,2024-07-04,Clothing,4,126.62,0.0,5
O008740,C00288,2024-06-30,Home,3,157.98,0.0,4
O008741,C03706,2024-10-01,Electronics,3,87.33,0.0,1
O008742,C00517,2024-08-14,Clothing,2,77.28,0.0,5
O008743,C02202,2024-02-03,Home,3,115.76,0.0,4
O008744,C04438,2024-07-25,Sports,6,287.79,0.0,4
O008745,C04182,2024-02-13,Home,1,42.4,11.64,7
O008746,C03659,2024-09-01,Clothing,3,89.8,0.0,5
O008747,C04287,2024-09-10,Home,2,37.88,11.73,5
O008748,C03324,2024-04-18,Electronics,2,82.84,0.0,3
O008749,C04077,2024-11-18,Electronics,1,5.0,12.19,1
O008750,C03937,2024-04-23,Home,3,131.86,0.0,3
O008751,C01170,2024-10-04,Electronics,4,156.25,0.0,6
O008752,C00991,2024-08-24,Beauty,3,108.08,0.0,5
O008753,C04972,2024-01-29,Clothing,6,271.53,0.0,6
O008754,C03706,2024-08-09,Sports,2,78.76,0.0,2
O008755,C01852,2024-11-13,Clothing,2,18.33,6.39,6
O008756,C02710,2024-09-27,Clothing,1,29.88,6.71,2
O008757,C04008,2024-08-29,Sports,2,73.4,12.78,4
O008758,C02622,2024-04-06,Electronics,4,168.35,0.0,1
O008759,C02179,2024-12-08,Clothing,1,25.16,7.93,1
O008760,C00839,2024-09-19,Home,1,32.95,10.06,4
O008761,C01556,2024-12-05,Home,2,77.18,0.0,2
O008762,C01223,2024-01-07,Clothing,2,112.64,0.0,3
O008763,C04935,2024-09-29,Home,5,193.87,0.0,5
O008764,C02044,2024-10-14,Clothing,1,51.65,6.86,4
O008765,C01434,2024-11-30,Clothing,4,176.63,0.0,3
O008766,C01169,2024-07-23,Home,4,121.62,0.0,6
O008767,C00948,2024-07-02,Clothing,7,338.98,0.0,2
O008768,C00161,2024-11-13,Beauty,5,186.51,0.0,5
O008769,C04560,2024-02-27,Beauty,2,70.36,11.21,2
